Die#,Subs#,Net Name,Pad Name,Side,Layer,Length,Bond Angle,Die X,Die Y,Subs X,Subs Y,Color,Comments
216,216,VDD,VDD_R_6,Right,Outside,2.071042501,13.30418507,2.465,0.32,4.48046,0.79659,122,
217,217,sdi_C_data_2_i,sdi_C_data_2_i,Right,Inside,3.735687502,13.59625305,2.369,0.36,6,1.23818,122,
218,218,VSS,VSS_R_6,Right,Outside,0.9789407541,17.23182176,2.465,0.4,3.4,0.69,123,
219,219,sdi_C_ncmd_i,sdi_C_ncmd_i,Right,Inside,3.762627782,16.54774558,2.369,0.44,5.97579,1.51165,123,
220,220,VDD,VDD_R_5,Right,Outside,2.102702896,18.45468124,2.465,0.48,4.45957,1.14562,124,
221,221,misc_R_2_i,misc_R_2_i,Right,Inside,3.794703345,19.4667187,2.369,0.52,5.94678,1.78462,124,
222,222,VSS,VSS_R_5,Right,Outside,0.9819495914,17.78913003,2.465,0.56,3.4,0.86,125,
223,223,sdi_C_sclk_i,sdi_C_sclk_i,Right,Inside,3.831779041,22.34878139,2.369,0.6,5.91296,2.05701,125,
224,224,VDD,VDD_R_4,Right,Outside,2.114161177,20.897632,2.465,0.64,4.44009,1.39412,126,
225,225,misc_R_1_i,misc_R_1_i,Right,Inside,3.873716819,25.19005504,2.369,0.68,5.87433,2.32874,126,
226,226,VSS,VZZ_R_2,Right,Outside,1.016968534,23.16160164,2.465,0.72,3.4,1.12,127,
227,227,sdi_C_token_o,sdi_C_token_o,Right,Inside,3.920394949,27.98702472,2.369,0.76,5.83092,2.59973,127,
228,228,V33,V33_R_2,Right,Outside,3.016822757,25.84631046,2.465,0.8,5.18004,2.11521,128,
229,229,misc_R_0_i,misc_R_0_i,Right,Inside,3.971650277,30.73678466,2.369,0.84,5.78273,2.86989,128,
230,230,VSS,VSS_R_4,Right,Outside,1.074767417,29.5465124,2.465,0.88,3.4,1.41,129,
231,231,sdi_C_data_3_i,sdi_C_data_3_i,Right,Inside,4.027323491,33.43725966,2.369,0.92,5.72976,3.13915,129,
232,232,VDD,VDD_R_3,Right,Outside,2.222863025,31.4606259,2.465,0.96,4.3611,2.12014,130,
233,233,sdi_C_data_4_i,sdi_C_data_4_i,Right,Inside,4.087272005,36.08654192,2.369,1,5.67204,3.40743,130,
234,234,VSS,VSS_R_3,Right,Outside,1.150271707,35.62453338,2.465,1.04,3.4,1.71,131,
235,235,sdi_C_data_5_i,sdi_C_data_5_i,Right,Inside,4.151319146,38.68334613,2.369,1.08,5.60957,3.67464,131,
236,236,VDD,VDD_R_2,Right,Outside,2.323280332,37.85636053,2.465,1.12,4.29935,2.54576,132,
237,237,sdi_C_data_6_i,sdi_C_data_6_i,Right,Inside,4.216108163,41.1397744,2.369,1.16,5.54418,3.93377,132,
238,238,VSS,VSS_R_2,Right,Outside,1.243633789,41.25093548,2.465,1.2,3.4,2.02,133,
239,239,sdi_C_data_7_i,sdi_C_data_7_i,Right,Inside,4.287487257,43.62630185,2.369,1.24,5.47252,4.19816,133,
240,240,VDD,VDD_R_1,Right,Outside,2.412965458,42.79422696,2.465,1.28,4.23563,2.91929,134,
241,241,sdi_C_tkn_ex_o,sdi_C_tkn_ex_o,Right,Inside,4.366482048,46.15199857,2.369,1.32,5.39387,4.46902,134,
242,242,VSS,VZZ_R_1,Right,Outside,1.325829929,45.15278838,2.465,1.36,3.4,2.3,135,
243,243,sdi_C_sclk_ex_i,sdi_C_sclk_ex_i,Right,Inside,4.445350539,48.53403752,2.369,1.4,5.3126,4.73112,135,
244,244,V33,V33_R_1,Right,Outside,3.376600873,43.40302936,2.465,1.44,4.91823,3.76015,136,
245,245,VSS,VSS_R_1,Right,Outside,1.383699751,47.48955292,2.465,1.52,3.4,2.54,137,
246,246,VDD,VDD_R_0,Right,Outside,2.505618171,48.55776574,2.465,1.6,4.12338,3.47827,138,
247,247,VSS,VZZ_R_0,Right,Outside,1.428504463,49.11592666,2.465,1.68,3.4,2.76,139,
248,248,V33,V33_R_0,Right,Outside,3.400987032,46.51079831,2.465,1.805,4.80562,4.27243,140,
249,249,VSS,VSS_R_0,Right,Outside,1.369023375,46.92394098,2.465,1.93,3.4,2.93,141,
250,250,VDD,VDD_T_12,Top,Outside,2.356137193,46.67935106,1.95,2.465,3.66415,4.0815,142,
251,251,VSS,VZZ_T_10,Top,Outside,1.394793892,47.905921,1.825,2.465,2.86,3.4,143,
252,252,V33,V33_T_10,Top,Outside,3.461935746,47.31520364,1.7,2.465,4.24485,4.81207,144,
253,253,VSS,VSS_T_11,Top,Outside,1.420959183,48.85200649,1.62,2.465,2.69,3.4,145,
254,254,VDD,VDD_T_11,Top,Outside,2.443266493,46.01354443,1.54,2.465,3.29794,4.16182,146,
255,255,VSS,VZZ_T_9,Top,Outside,1.297776945,43.90729746,1.46,2.465,2.36,3.4,147,
256,256,sdo_B_tkn_ex_i,sdo_B_tkn_ex_i,Top,Inside,4.393047759,47.53872977,1.42,2.369,4.6609,5.33471,147,
257,257,V33,V33_T_9,Top,Outside,3.415807906,44.07327484,1.38,2.465,3.75596,4.91909,148,
258,258,sdo_B_sclk_ex_o,sdo_B_sclk_ex_o,Top,Inside,4.31744559,45.14704499,1.34,2.369,4.40072,5.41405,148,
259,259,VSS,VSS_T_10,Top,Outside,1.277155041,42.93760827,1.3,2.465,2.17,3.4,149,
260,260,sdo_B_data_7_o,sdo_B_data_7_o,Top,Inside,4.24542187,42.70562156,1.26,2.369,4.13938,5.48874,149,
261,261,VDD,VDD_T_10,Top,Outside,2.353232586,39.95682763,1.22,2.465,2.73127,4.26882,150,
262,262,sdo_B_data_6_o,sdo_B_data_6_o,Top,Inside,4.17710854,40.21442544,1.18,2.369,3.87695,5.55878,150,
263,263,VSS,VZZ_T_8,Top,Outside,1.186222998,37.9808907,1.14,2.465,1.87,3.4,151,
264,264,sdo_B_data_5_o,sdo_B_data_5_o,Top,Inside,4.112637148,37.6741419,1.1,2.369,3.61352,5.62415,151,
265,265,V33,V33_T_8,Top,Outside,3.152852265,33.70715379,1.06,2.465,2.80967,5.08781,152,
266,266,sdo_B_data_4_o,sdo_B_data_4_o,Top,Inside,4.052141104,35.08544227,1.02,2.369,3.34916,5.68485,152,
267,267,VSS,VSS_T_9,Top,Outside,1.095045661,31.36755722,0.98,2.465,1.55,3.4,153,
268,268,sdo_B_data_3_o,sdo_B_data_3_o,Top,Inside,3.995778964,32.44968104,0.94,2.369,3.08397,5.74089,153,
269,269,VDD,VDD_T_9,Top,Outside,2.179029636,28.22649363,0.9,2.465,1.93059,4.38491,154,
270,270,sdo_B_data_2_o,sdo_B_data_2_o,Top,Inside,3.943649992,29.76850621,0.86,2.369,2.81801,5.79224,154,
271,271,VSS,VZZ_T_7,Top,Outside,1.046482202,26.68747787,0.82,2.465,1.29,3.4,155,
272,272,sdo_B_data_1_o,sdo_B_data_1_o,Top,Inside,3.895903299,27.044193,0.78,2.369,2.55138,5.83891,155,
273,273,V33,V33_T_7,Top,Outside,2.961844673,22.19256794,0.74,2.465,1.85875,5.20743,156,
274,274,sdo_B_data_0_o,sdo_B_data_0_o,Top,Inside,3.85265378,24.27907707,0.7,2.369,2.28414,5.8809,156,
275,275,VSS,VSS_T_8,Top,Outside,0.9948994924,19.98310652,0.66,2.465,1,3.4,157,
276,276,sdo_B_ncmd_o,sdo_B_ncmd_o,Top,Inside,3.81403195,21.47630972,0.62,2.369,2.01638,5.91822,157,
277,277,VDD,VDD_T_8,Top,Outside,2.124385516,21.35571641,0.58,2.465,1.35361,4.44352,158,
278,278,sdo_B_token_i,sdo_B_token_i,Top,Inside,3.786559733,18.92235018,0.52,2.369,1.74793,5.95093,158,
279,279,VSS,VZZ_T_6,Top,Outside,0.9983611571,20.52246036,0.48,2.465,0.83,3.4,159,
280,280,JTAG_TDO_o,JTAG_TDO_o,Top,Inside,3.756532104,16.06188162,0.44,2.369,1.47934,5.97889,159,
281,281,V33,V33_T_6,Top,Outside,2.902558371,15.4009801,0.4,2.465,1.17084,5.26333,160,
282,282,sdo_B_sclk_i,sdo_B_sclk_i,Top,Inside,3.731369291,13.17458614,0.36,2.369,1.21045,6.00216,160,
283,283,VSS,VSS_T_7,Top,Outside,0.9605337058,13.24051992,0.32,2.465,0.54,3.4,161,
284,284,SMA_in_n_i,SMA_in_n_i,Top,Inside,3.711169829,10.26492515,0.28,2.369,0.94133,6.02077,161,
285,285,VDD,VDD_T_7,Top,Outside,2.053136034,9.562106809,0.24,2.465,0.58106,4.48961,162,
286,286,SMA_in_p_i,SMA_in_p_i,Top,Inside,3.69598895,7.337832919,0.2,2.369,0.67205,6.03472,162,
287,287,VSS,VSS_T_6,Top,Outside,0.9414483523,6.709836808,0.16,2.465,0.27,3.4,163,
288,288,misc_T_2_i,misc_T_2_i,Top,Inside,3.685857334,4.398824578,0.12,2.369,0.4027,6.044,163,
289,289,VDD,VDD_T_6,Top,Outside,2.037332594,3.393610269,0.08,2.465,0.2006,4.49876,164,
290,290,reset_i,reset_i,Top,Inside,3.680813673,1.453092136,0.04,2.369,0.13334,6.04863,164,
291,291,VSS,VZZ_T_5,Top,Outside,0.935,0,0,2.465,0,3.4,165,
292,292,SMA_out_n_o,SMA_out_n_o,Top,Inside,3.680861311,1.494025086,-0.04,2.369,-0.13597,6.04861,165,
293,293,V33,V33_T_5,Top,Outside,2.837972722,3.231546334,-0.08,2.465,-0.23998,5.29846,166,
294,294,SMA_out_p_o,SMA_out_p_o,Top,Inside,3.685985462,4.436712294,-0.12,2.369,-0.40514,6.04394,166,
295,295,VSS,VSS_T_5,Top,Outside,0.9414483523,6.709836808,-0.16,2.465,-0.27,3.4,167,
296,296,misc_T_1_i,misc_T_1_i,Top,Inside,3.696163361,7.36968251,-0.2,2.369,-0.67411,6.03463,167,
297,297,VDD,VDD_T_5,Top,Outside,2.051192627,9.139814362,-0.24,2.465,-0.56582,4.49015,168,
298,298,sdo_A_sclk_i,sdo_A_sclk_i,Top,Inside,3.711343512,10.28750339,-0.28,2.369,-0.9428,6.02068,168,
299,299,VSS,VSS_T_4,Top,Outside,0.9605337058,13.24051992,-0.32,2.465,-0.54,3.4,169,
300,300,misc_T_0_i,misc_T_0_i,Top,Inside,3.731482496,13.18537602,-0.36,2.369,-1.21116,6.00211,169,
301,301,VDD,VDD_T_4,Top,Outside,2.083313635,15.59587886,-0.4,2.465,-0.9601,4.47161,170,
302,302,sdo_A_token_i,sdo_A_token_i,Top,Inside,3.756482162,16.05813294,-0.44,2.369,-1.47909,5.97891,170,
303,303,VSS,VZZ_T_4,Top,Outside,0.9915266008,19.44003483,-0.5,2.465,-0.83,3.4,171,
304,304,sdo_A_ncmd_o,sdo_A_ncmd_o,Top,Inside,3.779829839,18.618683,-0.54,2.369,-1.74678,5.95101,171,
305,305,V33,V33_T_4,Top,Outside,2.90050277,16.38760064,-0.58,2.465,-1.39833,5.24767,172,
306,306,sdo_A_data_0_o,sdo_A_data_0_o,Top,Inside,3.813362739,21.43635391,-0.62,2.369,-2.01366,5.91857,172,
307,307,VSS,VSS_T_3,Top,Outside,0.9915266008,19.44003483,-0.66,2.465,-0.99,3.4,173,
308,308,sdo_A_data_1_o,sdo_A_data_1_o,Top,Inside,3.851495061,24.21799817,-0.7,2.369,-2.27992,5.88153,173,
309,309,VDD,VDD_T_3,Top,Outside,2.11889114,22.20135819,-0.74,2.465,-1.54065,4.4268,174,
310,310,sdo_A_data_2_o,sdo_A_data_2_o,Top,Inside,3.894088649,26.96005707,-0.78,2.369,-2.54546,5.83989,174,
311,311,VSS,VZZ_T_3,Top,Outside,1.037653603,25.70074076,-0.82,2.465,-1.27,3.4,175,
312,312,sdo_A_data_3_o,sdo_A_data_3_o,Top,Inside,3.941026918,29.6600743,-0.86,2.369,-2.81023,5.79366,175,
313,313,V33,V33_T_3,Top,Outside,3.048787626,28.14335857,-0.9,2.465,-2.33805,5.15333,176,
314,314,sdo_A_data_4_o,sdo_A_data_4_o,Top,Inside,3.992177957,32.31545814,-0.94,2.369,-3.07414,5.74286,176,
315,315,VSS,VSS_T_2,Top,Outside,1.095045661,31.36755722,-0.98,2.465,-1.55,3.4,177,
316,316,sdo_A_data_5_o,sdo_A_data_5_o,Top,Inside,4.044416476,34.82306328,-1.02,2.369,-3.32954,5.68914,177,
317,317,VDD,VDD_T_2,Top,Outside,2.260591106,34.35395525,-1.06,2.465,-2.33566,4.33127,178,
318,318,sdo_A_data_6_o,sdo_A_data_6_o,Top,Inside,4.106448685,37.4824579,-1.1,2.369,-3.59885,5.62763,178,
319,319,VSS,VZZ_T_2,Top,Outside,1.186222998,37.9808907,-1.14,2.465,-1.87,3.4,179,
320,320,sdo_A_data_7_o,sdo_A_data_7_o,Top,Inside,4.169501012,39.99814179,-1.18,2.369,-3.86,5.56311,179,
321,321,V33,V33_T_2,Top,Outside,3.247839492,38.12682797,-1.22,2.465,-3.22523,5.0199,180,
322,322,sdo_A_data_8_o,sdo_A_data_8_o,Top,Inside,4.236100847,42.46096873,-1.26,2.369,-4.11974,5.49413,180,
323,323,VSS,VSS_T_1,Top,Outside,1.290862115,43.58751357,-1.3,2.465,-2.19,3.4,181,
324,324,sdo_A_sclk_ex_o,sdo_A_sclk_ex_o,Top,Inside,4.306205869,44.87392819,-1.34,2.369,-4.37824,5.42064,181,
325,325,VDD,VDD_T_1,Top,Outside,2.432447139,44.30960241,-1.38,2.465,-3.07915,4.2056,182,
326,326,sdo_A_tkn_ex_i,sdo_A_tkn_ex_i,Top,Inside,4.379692705,47.23714804,-1.42,2.369,-4.63544,5.34266,182,
327,327,VSS,VZZ_T_1,Top,Outside,1.376344797,47.20825477,-1.46,2.465,-2.47,3.4,183,
328,328,V33,V33_T_1,Top,Outside,3.434644264,45.58189477,-1.54,2.465,-3.9932,4.86887,184,
329,329,VSS,VSS_T_0,Top,Outside,1.413444375,48.58527427,-1.62,2.465,-2.68,3.4,185,
330,330,VDD,VDD_T_0,Top,Outside,2.455338216,47.79562873,-1.7,2.465,-3.5188,4.11444,186,
331,331,VSS,VZZ_T_0,Top,Outside,1.387389635,47.62908189,-1.825,2.465,-2.85,3.4,187,
332,332,V33,V33_T_0,Top,Outside,3.348875567,46.19220934,-1.95,2.465,-4.36677,4.78323,188,
