Die#,Subs#,Net Name,Pad Name,Side,Layer,Length,Bond Angle,Die X,Die Y,Subs X,Subs Y,Color,Comments
86,86,sdi_C_ncmd_o,sdi_C_ncmd_o,Right,Inside,4.74058553336297,12.7458479497767,1.3520205,0.46575,5.97579,1.51165,86,
87,87,misc_R_2_i,misc_R_2_i,Right,Inside,4.75858560916374,15.0780145132482,1.3520205,0.54675,5.94678,1.78462,87,
88,88,sdi_C_sclk_io,sdi_C_sclk_io,Right,Inside,4.77963944981839,17.3994074644815,1.3520205,0.62775,5.91296,2.05701,88,
89,89,misc_R_1_i,misc_R_1_i,Right,Inside,4.80371219099253,19.7086327909448,1.3520205,0.70875,5.87433,2.32874,89,
90,90,sdi_C_token_o,sdi_C_token_o,Right,Inside,4.83079375791394,22.004257327454,1.3520205,0.78975,5.83092,2.59973,90,
91,91,misc_R_0_i,misc_R_0_i,Right,Inside,4.8608381389417,24.2849379146867,1.3520205,0.87075,5.78273,2.86989,91,
92,92,sdi_C_data_3_i,sdi_C_data_3_i,Right,Inside,4.89380443927424,26.5496602603158,1.3520205,0.95175,5.72976,3.13915,92,
93,93,sdi_C_data_4_i,sdi_C_data_4_i,Right,Inside,4.92967276629801,28.7972417241929,1.3520205,1.03275,5.67204,3.40743,93,
94,94,sdi_C_data_5_i,sdi_C_data_5_i,Right,Inside,4.96838860567994,31.0266514144243,1.3520205,1.11375,5.60957,3.67464,94,
95,95,sdi_C_data_6_i,sdi_C_data_6_i,Right,Inside,5.0076373504718,33.159288450176,1.3520205,1.19475,5.54418,3.93377,95,
96,96,sdi_C_data_7_i,sdi_C_data_7_i,Right,Inside,5.05163303671201,35.3456698535567,1.3520205,1.27575,5.47252,4.19816,96,
97,97,sdo_B_data_7_o,sdo_B_data_7_o,Top,Inside,5.05434657285986,35.0702737595419,1.23525,1.3520205,4.13938,5.48874,97,
98,98,sdo_B_data_6_o,sdo_B_data_6_o,Top,Inside,5.01098002199572,32.9117625204094,1.15425,1.3520205,3.87695,5.55878,98,
99,99,sdo_B_data_5_o,sdo_B_data_5_o,Top,Inside,4.97031811232141,30.7363288426707,1.07325,1.3520205,3.61352,5.62415,99,
100,100,sdo_B_data_4_o,sdo_B_data_4_o,Top,Inside,4.93238646338365,28.5446677928507,0.99225,1.3520205,3.34916,5.68485,100,
101,101,sdo_B_data_3_o,sdo_B_data_3_o,Top,Inside,4.89723265594256,26.3378174136284,0.91125,1.3520205,3.08397,5.74089,101,
102,102,sdo_B_data_2_o,sdo_B_data_2_o,Top,Inside,4.86484727671694,24.1167051180843,0.83025,1.3520205,2.81801,5.79224,102,
103,103,sdo_B_data_1_o,sdo_B_data_1_o,Top,Inside,4.83527144244356,21.8825406743912,0.74925,1.3520205,2.55138,5.83891,103,
104,104,sdo_B_data_0_o,sdo_B_data_0_o,Top,Inside,4.80851848469154,19.6362406786835,0.66825,1.3520205,2.28414,5.8809,104,
105,105,sdo_B_ncmd_o,sdo_B_ncmd_o,Top,Inside,4.78462019712122,17.37908645306,0.58725,1.3520205,2.01638,5.91822,105,
106,106,sdo_B_token_i,sdo_B_token_i,Top,Inside,4.76358455489039,15.1092782601222,0.50625,1.3520205,1.74793,5.95093,106,
107,107,JTAG_TDO_o,JTAG_TDO_o,Top,Inside,4.7454216986618,12.8340387175925,0.42525,1.3520205,1.47934,5.97889,107,
108,108,sdo_B_sclk_o,sdo_B_sclk_o,Top,Inside,4.73012682805231,10.5517802612641,0.34425,1.3520205,1.21045,6.00216,108,
109,109,SMA_in_n_i,SMA_in_n_i,Top,Inside,4.71773403024696,8.26374429584214,0.26325,1.3520205,0.94133,6.02077,109,
110,110,SMA_in_p_i,SMA_in_p_i,Top,Inside,4.70824581423913,5.97129813333806,0.18225,1.3520205,0.67205,6.03472,110,
111,111,misc_T_2_i,misc_T_2_i,Top,Inside,4.70165329760928,3.67608310558346,0.10125,1.3520205,0.4027,6.044,111,
112,112,reset_i,reset_i,Top,Inside,4.6979708538464,1.37936267643794,0.02025,1.3520205,0.13334,6.04863,112,
113,113,SMA_out_n_o,SMA_out_n_o,Top,Inside,4.69719181851351,0.917563711456677,-0.06075,1.3520205,-0.13597,6.04861,113,
114,114,SMA_out_p_o,SMA_out_p_o,Top,Inside,4.69930663891816,3.21303738474552,-0.14175,1.3520205,-0.40514,6.04394,114,
115,115,misc_T_1_i,misc_T_1_i,Top,Inside,4.70431265745489,5.50577056831342,-0.22275,1.3520205,-0.67411,6.03463,115,
116,116,sdo_A_sclk_o,sdo_A_sclk_o,Top,Inside,4.71219337776372,7.79425619896618,-0.30375,1.3520205,-0.9428,6.02068,116,
117,117,misc_T_0_i,misc_T_0_i,Top,Inside,4.72295308531752,10.0773422998226,-0.38475,1.3520205,-1.21116,6.00211,117,
118,118,sdo_A_token_i,sdo_A_token_i,Top,Inside,4.73655617519842,12.353361384017,-0.46575,1.3520205,-1.47909,5.97891,118,
119,119,sdo_A_ncmd_o,sdo_A_ncmd_o,Top,Inside,4.75297553349586,14.6242987441944,-0.54675,1.3520205,-1.74678,5.95101,119,
120,120,sdo_A_data_0_o,sdo_A_data_0_o,Top,Inside,4.77222389081341,16.8826098590939,-0.62775,1.3520205,-2.01366,5.91857,120,
121,121,sdo_A_data_1_o,sdo_A_data_1_o,Top,Inside,4.79427069318059,19.1303409130175,-0.70875,1.3520205,-2.27992,5.88153,121,
122,122,sdo_A_data_2_o,sdo_A_data_2_o,Top,Inside,4.81907566376896,21.3660512631647,-0.78975,1.3520205,-2.54546,5.83989,122,
123,123,sdo_A_data_3_o,sdo_A_data_3_o,Top,Inside,4.84662192855604,23.5889006324403,-0.87075,1.3520205,-2.81023,5.79366,123,
124,124,sdo_A_data_4_o,sdo_A_data_4_o,Top,Inside,4.87688536125879,25.7976227564885,-0.95175,1.3520205,-3.07414,5.74286,124,
125,125,sdo_A_data_5_o,sdo_A_data_5_o,Top,Inside,4.90773367873403,27.9041624522121,-1.03275,1.3520205,-3.32954,5.68914,125,
126,126,sdo_A_data_6_o,sdo_A_data_6_o,Top,Inside,4.94535727794163,30.1663137629713,-1.11375,1.3520205,-3.59885,5.62763,126,
127,127,sdo_A_data_7_o,sdo_A_data_7_o,Top,Inside,4.98365652302707,32.3302195513952,-1.19475,1.3520205,-3.86,5.56311,127,
128,128,sdo_A_data_8_o,sdo_A_data_8_o,Top,Inside,5.02447511985981,34.4736581138014,-1.27575,1.3520205,-4.11974,5.49413,128,
