Die#,Subs#,Net Name,Pad Name,Side,Layer,Length,Bond Angle,Die X,Die Y,Subs X,Subs Y,Color,Comments
192,192,sdi_C_data_7_i,sdi_C_data_7_i,Right,Inside,5.05163303671201,35.3456698535567,1.3520205,1.27575,5.47252,4.19816,96,
193,193,VSS,VSS_T_10,Top,Outside,2.15580082505788,24.5074178551116,1.27575,1.4384205,2.17,3.4,97,
194,194,sdo_B_data_7_o,sdo_B_data_7_o,Top,Inside,5.05434657285986,35.0702737595419,1.23525,1.3520205,4.13938,5.48874,97,
195,195,VDD,VDD_T_10,Top,Outside,3.22056750278584,28.495910896115,1.19475,1.4384205,2.73127,4.26882,98,
196,196,sdo_B_data_6_o,sdo_B_data_6_o,Top,Inside,5.01098002199572,32.9117625204094,1.15425,1.3520205,3.87695,5.55878,98,
197,197,VSS,VZZ_T_8,Top,Outside,2.10231020482712,21.083204943192,1.11375,1.4384205,1.87,3.4,99,
198,198,sdo_B_data_5_o,sdo_B_data_5_o,Top,Inside,4.97031811232141,30.7363288426707,1.07325,1.3520205,3.61352,5.62415,99,
199,199,V33,V33_T_8,Top,Outside,4.0590009126767,25.9618600806822,1.03275,1.4384205,2.80967,5.08781,100,
200,200,sdo_B_data_4_o,sdo_B_data_4_o,Top,Inside,4.93238646338365,28.5446677928507,0.99225,1.3520205,3.34916,5.68485,100,
201,201,VSS,VSS_T_9,Top,Outside,2.05077965596508,16.9608574915022,0.95175,1.4384205,1.55,3.4,101,
202,202,sdo_B_data_3_o,sdo_B_data_3_o,Top,Inside,4.89723265594256,26.3378174136284,0.91125,1.3520205,3.08397,5.74089,101,
203,203,VDD,VDD_T_9,Top,Outside,3.1313034345477,19.7834469284206,0.87075,1.4384205,1.93059,4.38491,102,
204,204,sdo_B_data_2_o,sdo_B_data_2_o,Top,Inside,4.86484727671694,24.1167051180843,0.83025,1.3520205,2.81801,5.79224,102,
205,205,VSS,VZZ_T_7,Top,Outside,2.02436266447498,14.3068470840005,0.78975,1.4384205,1.29,3.4,103,
206,206,sdo_B_data_1_o,sdo_B_data_1_o,Top,Inside,4.83527144244356,21.8825406743912,0.74925,1.3520205,2.55138,5.83891,103,
207,207,V33,V33_T_7,Top,Outside,3.94054978538405,16.9679935266375,0.70875,1.4384205,1.85875,5.20743,104,
208,208,sdo_B_data_0_o,sdo_B_data_0_o,Top,Inside,4.80851848469154,19.6362406786835,0.66825,1.3520205,2.28414,5.8809,104,
209,209,VSS,VSS_T_8,Top,Outside,1.99658813913142,10.745277511266,0.62775,1.4384205,1,3.4,105,
210,210,sdo_B_ncmd_o,sdo_B_ncmd_o,Top,Inside,4.78462019712122,17.37908645306,0.58725,1.3520205,2.01638,5.91822,105,
211,211,VDD,VDD_T_8,Top,Outside,3.11153435856014,15.0292769498004,0.54675,1.4384205,1.35361,4.44352,106,
212,212,sdo_B_token_i,sdo_B_token_i,Top,Inside,4.76358455489039,15.1092782601222,0.50625,1.3520205,1.74793,5.95093,106,
213,213,VSS,VZZ_T_6,Top,Outside,1.99511207638074,10.5195607174796,0.46575,1.4384205,0.83,3.4,107,
214,214,JTAG_TDO_o,JTAG_TDO_o,Top,Inside,4.7454216986618,12.8340387175925,0.42525,1.3520205,1.47934,5.97889,107,
215,215,V33,V33_T_6,Top,Outside,3.90485213180861,11.6136378969725,0.38475,1.4384205,1.17084,5.26333,108,
216,216,sdo_B_sclk_o,sdo_B_sclk_o,Top,Inside,4.73012682805231,10.5517802612641,0.34425,1.3520205,1.21045,6.00216,108,
217,217,VSS,VSS_T_7,Top,Outside,1.97575509548128,6.86754852318996,0.30375,1.4384205,0.54,3.4,109,
218,218,SMA_in_n_i,SMA_in_n_i,Top,Inside,4.71773403024696,8.26374429584214,0.26325,1.3520205,0.94133,6.02077,109,
219,219,VDD,VDD_T_7,Top,Outside,3.07215615179474,6.69773304211924,0.22275,1.4384205,0.58106,4.48961,110,
220,220,SMA_in_p_i,SMA_in_p_i,Top,Inside,4.70824581423913,5.97129813333806,0.18225,1.3520205,0.67205,6.03472,110,
221,221,VSS,VSS_T_6,Top,Outside,1.96576758476689,3.74073043375984,0.14175,1.4384205,0.27,3.4,111,
222,222,misc_T_2_i,misc_T_2_i,Top,Inside,4.70165329760928,3.67608310558346,0.10125,1.3520205,0.4027,6.044,111,
223,223,VDD,VDD_T_6,Top,Outside,3.06353323431626,2.61645615287821,0.06075,1.4384205,0.2006,4.49876,112,
224,224,reset_i,reset_i,Top,Inside,4.6979708538464,1.37936267643794,0.02025,1.3520205,0.13334,6.04863,112,
225,225,VSS,VZZ_T_5,Top,Outside,1.96168402076386,0.591461279999067,-0.02025,1.4384205,0,3.4,113,
226,226,SMA_out_n_o,SMA_out_n_o,Top,Inside,4.69719181851351,0.917563711456677,-0.06075,1.3520205,-0.13597,6.04861,113,
227,227,V33,V33_T_5,Top,Outside,3.86253167682289,2.05832705997357,-0.10125,1.4384205,-0.23998,5.29846,114,
228,228,SMA_out_p_o,SMA_out_p_o,Top,Inside,4.69930663891816,3.21303738474552,-0.14175,1.3520205,-0.40514,6.04394,114,
229,229,VSS,VSS_T_5,Top,Outside,1.96354123901696,2.56138225420968,-0.18225,1.4384205,-0.27,3.4,115,
230,230,misc_T_1_i,misc_T_1_i,Top,Inside,4.70431265745489,5.50577056831342,-0.22275,1.3520205,-0.67411,6.03463,115,
231,231,VDD,VDD_T_5,Top,Outside,3.06669228095521,5.66220291456268,-0.26325,1.4384205,-0.56582,4.49015,116,
232,232,sdo_A_sclk_o,sdo_A_sclk_o,Top,Inside,4.71219337776372,7.79425619896618,-0.30375,1.3520205,-0.9428,6.02068,116,
233,233,VSS,VSS_T_4,Top,Outside,1.971322448845,5.69879506071058,-0.34425,1.4384205,-0.54,3.4,117,
234,234,misc_T_0_i,misc_T_0_i,Top,Inside,4.72295308531752,10.0773422998226,-0.38475,1.3520205,-1.21116,6.00211,117,
235,235,VDD,VDD_T_4,Top,Outside,3.0799842638251,10.0003087570948,-0.42525,1.4384205,-0.9601,4.47161,118,
236,236,sdo_A_token_i,sdo_A_token_i,Top,Inside,4.73655617519842,12.353361384017,-0.46575,1.3520205,-1.47909,5.97891,118,
237,237,VSS,VZZ_T_4,Top,Outside,1.98811674640104,9.3719266570119,-0.50625,1.4384205,-0.83,3.4,119,
238,238,sdo_A_ncmd_o,sdo_A_ncmd_o,Top,Inside,4.75297553349586,14.6242987441944,-0.54675,1.3520205,-1.74678,5.95101,119,
239,239,V33,V33_T_4,Top,Outside,3.89464151362487,12.0201318937504,-0.58725,1.4384205,-1.39833,5.24767,120,
240,240,sdo_A_data_0_o,sdo_A_data_0_o,Top,Inside,4.77222389081341,16.8826098590939,-0.62775,1.3520205,-2.01366,5.91857,120,
241,241,VSS,VSS_T_3,Top,Outside,1.98779204076288,9.31504846503682,-0.66825,1.4384205,-0.99,3.4,121,
242,242,sdo_A_data_1_o,sdo_A_data_1_o,Top,Inside,4.79427069318059,19.1303409130175,-0.70875,1.3520205,-2.27992,5.88153,121,
243,243,VDD,VDD_T_3,Top,Outside,3.09139547713007,14.8329007967638,-0.74925,1.4384205,-1.54065,4.4268,122,
244,244,sdo_A_data_2_o,sdo_A_data_2_o,Top,Inside,4.81907566376896,21.3660512631647,-0.78975,1.3520205,-2.54546,5.83989,122,
245,245,VSS,VZZ_T_3,Top,Outside,2.01026719550418,12.6357434181777,-0.83025,1.4384205,-1.27,3.4,123,
246,246,sdo_A_data_3_o,sdo_A_data_3_o,Top,Inside,4.84662192855604,23.5889006324403,-0.87075,1.3520205,-2.81023,5.79366,123,
247,247,V33,V33_T_3,Top,Outside,3.9794862524188,21.0104823385803,-0.91125,1.4384205,-2.33805,5.15333,124,
248,248,sdo_A_data_4_o,sdo_A_data_4_o,Top,Inside,4.87688536125879,25.7976227564885,-0.95175,1.3520205,-3.07414,5.74286,124,
249,249,VSS,VSS_T_2,Top,Outside,2.03933302756569,15.8724223929579,-0.99225,1.4384205,-1.55,3.4,125,
250,250,sdo_A_data_5_o,sdo_A_data_5_o,Top,Inside,4.90773367873403,27.9041624522121,-1.03275,1.3520205,-3.32954,5.68914,125,
251,251,VDD,VDD_T_2,Top,Outside,3.15630436392789,23.575965226675,-1.07325,1.4384205,-2.33566,4.33127,126,
252,252,sdo_A_data_6_o,sdo_A_data_6_o,Top,Inside,4.94535727794163,30.1663137629713,-1.11375,1.3520205,-3.59885,5.62763,126,
253,253,VSS,VZZ_T_2,Top,Outside,2.08808337891959,20.0462434148826,-1.15425,1.4384205,-1.87,3.4,127,
254,254,sdo_A_data_7_o,sdo_A_data_7_o,Top,Inside,4.98365652302707,32.3302195513952,-1.19475,1.3520205,-3.86,5.56311,127,
255,255,V33,V33_T_2,Top,Outside,4.09719609114822,29.0578944842238,-1.23525,1.4384205,-3.22523,5.0199,128,
256,256,sdo_A_data_8_o,sdo_A_data_8_o,Top,Inside,5.02447511985981,34.4736581138014,-1.27575,1.3520205,-4.11974,5.49413,128,
