Side,Pad Name,IO Guide,IO Order,RDL Routing Order,Bump Name,Bump Row,Bump Col,Packaging Bump Name,Net Name,Bump Center X (Relative to LL Corner) (um),Bump Center Y (Relative to LL Corner) (um),Bump Center X (Relative to Die Center) (um),Bump Center Y (Relative to Die Center) (um)
center,-,-,-,-,VSS_26_7,35,23,VSS,VSS,3526.0,5281.0,-1974.0,781.0
center,-,-,-,-,VSS_26_8,35,25,VSS,VSS,3808.0,5281.0,-1692.0,781.0
center,-,-,-,-,VSS_26_9,35,27,VSS,VSS,4090.0,5281.0,-1410.0,781.0
center,-,-,-,-,VSS_26_10,35,29,VSS,VSS,4372.0,5281.0,-1128.0,781.0
center,-,-,-,-,VSS_26_11,35,31,VSS,VSS,4654.0,5281.0,-846.0,781.0
center,-,-,-,-,VSS_26_12,35,33,VSS,VSS,4936.0,5281.0,-564.0,781.0
center,-,-,-,-,VSS_26_13,35,35,VSS,VSS,5218.0,5281.0,-282.0,781.0
center,-,-,-,-,VSS_26_14,35,37,VSS,VSS,5500.0,5281.0,0.0,781.0
center,-,-,-,-,VSS_26_15,35,39,VSS,VSS,5782.0,5281.0,282.0,781.0
center,-,-,-,-,VSS_26_16,35,41,VSS,VSS,6064.0,5281.0,564.0,781.0
center,-,-,-,-,VSS_26_17,35,43,VSS,VSS,6346.0,5281.0,846.0,781.0
center,-,-,-,-,VSS_26_18,35,45,VSS,VSS,6628.0,5281.0,1128.0,781.0
center,-,-,-,-,VSS_26_19,35,47,VSS,VSS,6910.0,5281.0,1410.0,781.0
center,-,-,-,-,VSS_26_20,35,49,VSS,VSS,7192.0,5281.0,1692.0,781.0
center,-,-,-,-,VSS_26_21,35,51,VSS,VSS,7474.0,5281.0,1974.0,781.0
center,-,-,-,-,VSS_26_22,35,53,VSS,VSS,7756.0,5281.0,2256.0,781.0
center,-,-,-,-,VSS_26_23,35,55,VSS,VSS,8038.0,5281.0,2538.0,781.0
center,-,-,-,-,VSS_26_24,35,57,VSS,VSS,8320.0,5281.0,2820.0,781.0
center,-,-,-,-,VSS_26_25,35,59,VSS,VSS,8602.0,5281.0,3102.0,781.0
center,-,-,-,-,VSS_26_26,35,61,VSS,VSS,8884.0,5281.0,3384.0,781.0
center,-,-,-,-,VSS_26_27,35,63,VSS,VSS,9166.0,5281.0,3666.0,781.0
center,-,-,-,-,VSS_26_28,35,65,VSS,VSS,9448.0,5281.0,3948.0,781.0
center,-,-,-,-,VDD_27_0,36,10,VDD,VDD,1693.0,5423.0,-3807.0,923.0
center,-,-,-,-,VDD_27_1,36,12,VDD,VDD,1975.0,5423.0,-3525.0,923.0
center,-,-,-,-,VDD_27_2,36,14,VDD,VDD,2257.0,5423.0,-3243.0,923.0
center,-,-,-,-,VDD_27_3,36,16,VDD,VDD,2539.0,5423.0,-2961.0,923.0
center,-,-,-,-,VDD_27_4,36,18,VDD,VDD,2821.0,5423.0,-2679.0,923.0
center,-,-,-,-,VDD_27_5,36,20,VDD,VDD,3103.0,5423.0,-2397.0,923.0
center,-,-,-,-,VDD_27_6,36,22,VDD,VDD,3385.0,5423.0,-2115.0,923.0
center,-,-,-,-,VDD_27_7,36,24,VDD,VDD,3667.0,5423.0,-1833.0,923.0
center,-,-,-,-,VDD_27_8,36,26,VDD,VDD,3949.0,5423.0,-1551.0,923.0
center,-,-,-,-,VDD_27_9,36,28,VDD,VDD,4231.0,5423.0,-1269.0,923.0
center,-,-,-,-,VDD_27_10,36,30,VDD,VDD,4513.0,5423.0,-987.0,923.0
center,-,-,-,-,VDD_27_11,36,32,VDD,VDD,4795.0,5423.0,-705.0,923.0
center,-,-,-,-,VDD_27_12,36,34,VDD,VDD,5077.0,5423.0,-423.0,923.0
center,-,-,-,-,VDD_27_13,36,36,VDD,VDD,5359.0,5423.0,-141.0,923.0
center,-,-,-,-,VDD_27_14,36,38,VDD,VDD,5641.0,5423.0,141.0,923.0
center,-,-,-,-,VDD_27_15,36,40,VDD,VDD,5923.0,5423.0,423.0,923.0
center,-,-,-,-,VDD_27_16,36,42,VDD,VDD,6205.0,5423.0,705.0,923.0
center,-,-,-,-,VDD_27_17,36,44,VDD,VDD,6487.0,5423.0,987.0,923.0
center,-,-,-,-,VDD_27_18,36,46,VDD,VDD,6769.0,5423.0,1269.0,923.0
center,-,-,-,-,VDD_27_19,36,48,VDD,VDD,7051.0,5423.0,1551.0,923.0
center,-,-,-,-,VDD_27_20,36,50,VDD,VDD,7333.0,5423.0,1833.0,923.0
center,-,-,-,-,VDD_27_21,36,52,VDD,VDD,7615.0,5423.0,2115.0,923.0
center,-,-,-,-,VDD_27_22,36,54,VDD,VDD,7897.0,5423.0,2397.0,923.0
center,-,-,-,-,VDD_27_23,36,56,VDD,VDD,8179.0,5423.0,2679.0,923.0
center,-,-,-,-,VDD_27_24,36,58,VDD,VDD,8461.0,5423.0,2961.0,923.0
center,-,-,-,-,VDD_27_25,36,60,VDD,VDD,8743.0,5423.0,3243.0,923.0
center,-,-,-,-,VDD_27_26,36,62,VDD,VDD,9025.0,5423.0,3525.0,923.0
center,-,-,-,-,VDD_27_27,36,64,VDD,VDD,9307.0,5423.0,3807.0,923.0
center,-,-,-,-,VSS_28_0,37,9,VSS,VSS,1552.0,5565.0,-3948.0,1065.0
center,-,-,-,-,VSS_28_1,37,11,VSS,VSS,1834.0,5565.0,-3666.0,1065.0
center,-,-,-,-,VSS_28_2,37,13,VSS,VSS,2116.0,5565.0,-3384.0,1065.0
center,-,-,-,-,VSS_28_3,37,15,VSS,VSS,2398.0,5565.0,-3102.0,1065.0
center,-,-,-,-,VSS_28_4,37,17,VSS,VSS,2680.0,5565.0,-2820.0,1065.0
center,-,-,-,-,VSS_28_5,37,19,VSS,VSS,2962.0,5565.0,-2538.0,1065.0
center,-,-,-,-,VSS_28_6,37,21,VSS,VSS,3244.0,5565.0,-2256.0,1065.0
center,-,-,-,-,VSS_28_7,37,23,VSS,VSS,3526.0,5565.0,-1974.0,1065.0
center,-,-,-,-,VSS_28_8,37,25,VSS,VSS,3808.0,5565.0,-1692.0,1065.0
center,-,-,-,-,VSS_28_9,37,27,VSS,VSS,4090.0,5565.0,-1410.0,1065.0
center,-,-,-,-,VSS_28_10,37,29,VSS,VSS,4372.0,5565.0,-1128.0,1065.0
center,-,-,-,-,VSS_28_11,37,31,VSS,VSS,4654.0,5565.0,-846.0,1065.0
center,-,-,-,-,VSS_28_12,37,33,VSS,VSS,4936.0,5565.0,-564.0,1065.0
center,-,-,-,-,VSS_28_13,37,35,VSS,VSS,5218.0,5565.0,-282.0,1065.0
center,-,-,-,-,VSS_28_14,37,37,VSS,VSS,5500.0,5565.0,0.0,1065.0
center,-,-,-,-,VSS_28_15,37,39,VSS,VSS,5782.0,5565.0,282.0,1065.0
center,-,-,-,-,VSS_28_16,37,41,VSS,VSS,6064.0,5565.0,564.0,1065.0
center,-,-,-,-,VSS_28_17,37,43,VSS,VSS,6346.0,5565.0,846.0,1065.0
center,-,-,-,-,VSS_28_18,37,45,VSS,VSS,6628.0,5565.0,1128.0,1065.0
center,-,-,-,-,VSS_28_19,37,47,VSS,VSS,6910.0,5565.0,1410.0,1065.0
center,-,-,-,-,VSS_28_20,37,49,VSS,VSS,7192.0,5565.0,1692.0,1065.0
center,-,-,-,-,VSS_28_21,37,51,VSS,VSS,7474.0,5565.0,1974.0,1065.0
center,-,-,-,-,VSS_28_22,37,53,VSS,VSS,7756.0,5565.0,2256.0,1065.0
center,-,-,-,-,VSS_28_23,37,55,VSS,VSS,8038.0,5565.0,2538.0,1065.0
center,-,-,-,-,VSS_28_24,37,57,VSS,VSS,8320.0,5565.0,2820.0,1065.0
center,-,-,-,-,VSS_28_25,37,59,VSS,VSS,8602.0,5565.0,3102.0,1065.0
center,-,-,-,-,VSS_28_26,37,61,VSS,VSS,8884.0,5565.0,3384.0,1065.0
center,-,-,-,-,VSS_28_27,37,63,VSS,VSS,9166.0,5565.0,3666.0,1065.0
center,-,-,-,-,VSS_28_28,37,65,VSS,VSS,9448.0,5565.0,3948.0,1065.0
center,-,-,-,-,VDD_29_0,38,10,VDD,VDD,1693.0,5707.0,-3807.0,1207.0
center,-,-,-,-,VDD_29_1,38,12,VDD,VDD,1975.0,5707.0,-3525.0,1207.0
center,-,-,-,-,VDD_29_2,38,14,VDD,VDD,2257.0,5707.0,-3243.0,1207.0
center,-,-,-,-,VDD_29_3,38,16,VDD,VDD,2539.0,5707.0,-2961.0,1207.0
center,-,-,-,-,VDD_29_4,38,18,VDD,VDD,2821.0,5707.0,-2679.0,1207.0
center,-,-,-,-,VDD_29_5,38,20,VDD,VDD,3103.0,5707.0,-2397.0,1207.0
center,-,-,-,-,VDD_29_6,38,22,VDD,VDD,3385.0,5707.0,-2115.0,1207.0
center,-,-,-,-,VDD_29_7,38,24,VDD,VDD,3667.0,5707.0,-1833.0,1207.0
center,-,-,-,-,VDD_29_8,38,26,VDD,VDD,3949.0,5707.0,-1551.0,1207.0
center,-,-,-,-,VDD_29_9,38,28,VDD,VDD,4231.0,5707.0,-1269.0,1207.0
center,-,-,-,-,VDD_29_10,38,30,VDD,VDD,4513.0,5707.0,-987.0,1207.0
center,-,-,-,-,VDD_29_11,38,32,VDD,VDD,4795.0,5707.0,-705.0,1207.0
center,-,-,-,-,VDD_29_12,38,34,VDD,VDD,5077.0,5707.0,-423.0,1207.0
center,-,-,-,-,VDD_29_13,38,36,VDD,VDD,5359.0,5707.0,-141.0,1207.0
center,-,-,-,-,VDD_29_14,38,38,VDD,VDD,5641.0,5707.0,141.0,1207.0
center,-,-,-,-,VDD_29_15,38,40,VDD,VDD,5923.0,5707.0,423.0,1207.0
center,-,-,-,-,VDD_29_16,38,42,VDD,VDD,6205.0,5707.0,705.0,1207.0
center,-,-,-,-,VDD_29_17,38,44,VDD,VDD,6487.0,5707.0,987.0,1207.0
center,-,-,-,-,VDD_29_18,38,46,VDD,VDD,6769.0,5707.0,1269.0,1207.0
center,-,-,-,-,VDD_29_19,38,48,VDD,VDD,7051.0,5707.0,1551.0,1207.0
center,-,-,-,-,VDD_29_20,38,50,VDD,VDD,7333.0,5707.0,1833.0,1207.0
center,-,-,-,-,VDD_29_21,38,52,VDD,VDD,7615.0,5707.0,2115.0,1207.0
center,-,-,-,-,VDD_29_22,38,54,VDD,VDD,7897.0,5707.0,2397.0,1207.0
center,-,-,-,-,VDD_29_23,38,56,VDD,VDD,8179.0,5707.0,2679.0,1207.0
center,-,-,-,-,VDD_29_24,38,58,VDD,VDD,8461.0,5707.0,2961.0,1207.0
center,-,-,-,-,VDD_29_25,38,60,VDD,VDD,8743.0,5707.0,3243.0,1207.0
center,-,-,-,-,VDD_29_26,38,62,VDD,VDD,9025.0,5707.0,3525.0,1207.0
center,-,-,-,-,VDD_29_27,38,64,VDD,VDD,9307.0,5707.0,3807.0,1207.0
center,-,-,-,-,VSS_30_0,39,11,VSS,VSS,1834.0,5849.0,-3666.0,1349.0
center,-,-,-,-,VSS_30_1,39,13,VSS,VSS,2116.0,5849.0,-3384.0,1349.0
center,-,-,-,-,VSS_30_2,39,15,VSS,VSS,2398.0,5849.0,-3102.0,1349.0
center,-,-,-,-,VSS_30_3,39,17,VSS,VSS,2680.0,5849.0,-2820.0,1349.0
center,-,-,-,-,VSS_30_4,39,19,VSS,VSS,2962.0,5849.0,-2538.0,1349.0
center,-,-,-,-,VSS_30_5,39,21,VSS,VSS,3244.0,5849.0,-2256.0,1349.0
center,-,-,-,-,VSS_30_6,39,23,VSS,VSS,3526.0,5849.0,-1974.0,1349.0
center,-,-,-,-,VSS_30_7,39,25,VSS,VSS,3808.0,5849.0,-1692.0,1349.0
center,-,-,-,-,VSS_30_8,39,27,VSS,VSS,4090.0,5849.0,-1410.0,1349.0
center,-,-,-,-,VSS_30_9,39,29,VSS,VSS,4372.0,5849.0,-1128.0,1349.0
center,-,-,-,-,VSS_30_10,39,31,VSS,VSS,4654.0,5849.0,-846.0,1349.0
center,-,-,-,-,VSS_30_11,39,33,VSS,VSS,4936.0,5849.0,-564.0,1349.0
center,-,-,-,-,VSS_30_12,39,35,VSS,VSS,5218.0,5849.0,-282.0,1349.0
center,-,-,-,-,VSS_30_13,39,37,VSS,VSS,5500.0,5849.0,0.0,1349.0
center,-,-,-,-,VSS_30_14,39,39,VSS,VSS,5782.0,5849.0,282.0,1349.0
center,-,-,-,-,VSS_30_15,39,41,VSS,VSS,6064.0,5849.0,564.0,1349.0
center,-,-,-,-,VSS_30_16,39,43,VSS,VSS,6346.0,5849.0,846.0,1349.0
center,-,-,-,-,VSS_30_17,39,45,VSS,VSS,6628.0,5849.0,1128.0,1349.0
center,-,-,-,-,VSS_30_18,39,47,VSS,VSS,6910.0,5849.0,1410.0,1349.0
center,-,-,-,-,VSS_30_19,39,49,VSS,VSS,7192.0,5849.0,1692.0,1349.0
center,-,-,-,-,VSS_30_20,39,51,VSS,VSS,7474.0,5849.0,1974.0,1349.0
center,-,-,-,-,VSS_30_21,39,53,VSS,VSS,7756.0,5849.0,2256.0,1349.0
center,-,-,-,-,VSS_30_22,39,55,VSS,VSS,8038.0,5849.0,2538.0,1349.0
center,-,-,-,-,VSS_30_23,39,57,VSS,VSS,8320.0,5849.0,2820.0,1349.0
center,-,-,-,-,VSS_30_24,39,59,VSS,VSS,8602.0,5849.0,3102.0,1349.0
center,-,-,-,-,VSS_30_25,39,61,VSS,VSS,8884.0,5849.0,3384.0,1349.0
center,-,-,-,-,VSS_30_26,39,63,VSS,VSS,9166.0,5849.0,3666.0,1349.0
center,-,-,-,-,VDD_31_0,40,10,VDD,VDD,1693.0,5991.0,-3807.0,1491.0
center,-,-,-,-,VDD_31_1,40,12,VDD,VDD,1975.0,5991.0,-3525.0,1491.0
center,-,-,-,-,VDD_31_2,40,14,VDD,VDD,2257.0,5991.0,-3243.0,1491.0
center,-,-,-,-,VDD_31_3,40,16,VDD,VDD,2539.0,5991.0,-2961.0,1491.0
center,-,-,-,-,VDD_31_4,40,18,VDD,VDD,2821.0,5991.0,-2679.0,1491.0
center,-,-,-,-,VDD_31_5,40,20,VDD,VDD,3103.0,5991.0,-2397.0,1491.0
center,-,-,-,-,VDD_31_6,40,22,VDD,VDD,3385.0,5991.0,-2115.0,1491.0
center,-,-,-,-,VDD_31_7,40,24,VDD,VDD,3667.0,5991.0,-1833.0,1491.0
center,-,-,-,-,VDD_31_8,40,26,VDD,VDD,3949.0,5991.0,-1551.0,1491.0
center,-,-,-,-,VDD_31_9,40,28,VDD,VDD,4231.0,5991.0,-1269.0,1491.0
center,-,-,-,-,VDD_31_10,40,30,VDD,VDD,4513.0,5991.0,-987.0,1491.0
center,-,-,-,-,VDD_31_11,40,32,VDD,VDD,4795.0,5991.0,-705.0,1491.0
center,-,-,-,-,VDD_31_12,40,34,VDD,VDD,5077.0,5991.0,-423.0,1491.0
center,-,-,-,-,VDD_31_13,40,36,VDD,VDD,5359.0,5991.0,-141.0,1491.0
center,-,-,-,-,VDD_31_14,40,38,VDD,VDD,5641.0,5991.0,141.0,1491.0
center,-,-,-,-,VDD_31_15,40,40,VDD,VDD,5923.0,5991.0,423.0,1491.0
center,-,-,-,-,VDD_31_16,40,42,VDD,VDD,6205.0,5991.0,705.0,1491.0
center,-,-,-,-,VDD_31_17,40,44,VDD,VDD,6487.0,5991.0,987.0,1491.0
center,-,-,-,-,VDD_31_18,40,46,VDD,VDD,6769.0,5991.0,1269.0,1491.0
center,-,-,-,-,VDD_31_19,40,48,VDD,VDD,7051.0,5991.0,1551.0,1491.0
center,-,-,-,-,VDD_31_20,40,50,VDD,VDD,7333.0,5991.0,1833.0,1491.0
center,-,-,-,-,VDD_31_21,40,52,VDD,VDD,7615.0,5991.0,2115.0,1491.0
center,-,-,-,-,VDD_31_22,40,54,VDD,VDD,7897.0,5991.0,2397.0,1491.0
center,-,-,-,-,VDD_31_23,40,56,VDD,VDD,8179.0,5991.0,2679.0,1491.0
center,-,-,-,-,VDD_31_24,40,58,VDD,VDD,8461.0,5991.0,2961.0,1491.0
center,-,-,-,-,VDD_31_25,40,60,VDD,VDD,8743.0,5991.0,3243.0,1491.0
center,-,-,-,-,VDD_31_26,40,62,VDD,VDD,9025.0,5991.0,3525.0,1491.0
center,-,-,-,-,VDD_31_27,40,64,VDD,VDD,9307.0,5991.0,3807.0,1491.0
center,-,-,-,-,VSS_32_0,41,9,VSS,VSS,1552.0,6133.0,-3948.0,1633.0
center,-,-,-,-,VSS_32_1,41,11,VSS,VSS,1834.0,6133.0,-3666.0,1633.0
center,-,-,-,-,VSS_32_2,41,13,VSS,VSS,2116.0,6133.0,-3384.0,1633.0
center,-,-,-,-,VSS_32_3,41,15,VSS,VSS,2398.0,6133.0,-3102.0,1633.0
center,-,-,-,-,VSS_32_4,41,17,VSS,VSS,2680.0,6133.0,-2820.0,1633.0
center,-,-,-,-,VSS_32_5,41,19,VSS,VSS,2962.0,6133.0,-2538.0,1633.0
center,-,-,-,-,VSS_32_6,41,21,VSS,VSS,3244.0,6133.0,-2256.0,1633.0
center,-,-,-,-,VSS_32_7,41,23,VSS,VSS,3526.0,6133.0,-1974.0,1633.0
center,-,-,-,-,VSS_32_8,41,25,VSS,VSS,3808.0,6133.0,-1692.0,1633.0
center,-,-,-,-,VSS_32_9,41,27,VSS,VSS,4090.0,6133.0,-1410.0,1633.0
center,-,-,-,-,VSS_32_10,41,29,VSS,VSS,4372.0,6133.0,-1128.0,1633.0
center,-,-,-,-,VSS_32_11,41,31,VSS,VSS,4654.0,6133.0,-846.0,1633.0
center,-,-,-,-,VSS_32_12,41,33,VSS,VSS,4936.0,6133.0,-564.0,1633.0
center,-,-,-,-,VSS_32_13,41,35,VSS,VSS,5218.0,6133.0,-282.0,1633.0
center,-,-,-,-,VSS_32_14,41,37,VSS,VSS,5500.0,6133.0,0.0,1633.0
center,-,-,-,-,VSS_32_15,41,39,VSS,VSS,5782.0,6133.0,282.0,1633.0
center,-,-,-,-,VSS_32_16,41,41,VSS,VSS,6064.0,6133.0,564.0,1633.0
center,-,-,-,-,VSS_32_17,41,43,VSS,VSS,6346.0,6133.0,846.0,1633.0
center,-,-,-,-,VSS_32_18,41,45,VSS,VSS,6628.0,6133.0,1128.0,1633.0
center,-,-,-,-,VSS_32_19,41,47,VSS,VSS,6910.0,6133.0,1410.0,1633.0
center,-,-,-,-,VSS_32_20,41,49,VSS,VSS,7192.0,6133.0,1692.0,1633.0
center,-,-,-,-,VSS_32_21,41,51,VSS,VSS,7474.0,6133.0,1974.0,1633.0
center,-,-,-,-,VSS_32_22,41,53,VSS,VSS,7756.0,6133.0,2256.0,1633.0
center,-,-,-,-,VSS_32_23,41,55,VSS,VSS,8038.0,6133.0,2538.0,1633.0
center,-,-,-,-,VSS_32_24,41,57,VSS,VSS,8320.0,6133.0,2820.0,1633.0
center,-,-,-,-,VSS_32_25,41,59,VSS,VSS,8602.0,6133.0,3102.0,1633.0
center,-,-,-,-,VSS_32_26,41,61,VSS,VSS,8884.0,6133.0,3384.0,1633.0
center,-,-,-,-,VSS_32_27,41,63,VSS,VSS,9166.0,6133.0,3666.0,1633.0
center,-,-,-,-,VSS_32_28,41,65,VSS,VSS,9448.0,6133.0,3948.0,1633.0
center,-,-,-,-,VDD_33_0,42,10,VDD,VDD,1693.0,6275.0,-3807.0,1775.0
center,-,-,-,-,VDD_33_1,42,12,VDD,VDD,1975.0,6275.0,-3525.0,1775.0
center,-,-,-,-,VDD_33_2,42,14,VDD,VDD,2257.0,6275.0,-3243.0,1775.0
center,-,-,-,-,VDD_33_3,42,16,VDD,VDD,2539.0,6275.0,-2961.0,1775.0
center,-,-,-,-,VDD_33_4,42,18,VDD,VDD,2821.0,6275.0,-2679.0,1775.0
center,-,-,-,-,VDD_33_5,42,20,VDD,VDD,3103.0,6275.0,-2397.0,1775.0
center,-,-,-,-,VDD_33_6,42,22,VDD,VDD,3385.0,6275.0,-2115.0,1775.0
center,-,-,-,-,VDD_33_7,42,24,VDD,VDD,3667.0,6275.0,-1833.0,1775.0
center,-,-,-,-,VDD_33_8,42,26,VDD,VDD,3949.0,6275.0,-1551.0,1775.0
center,-,-,-,-,VDD_33_9,42,28,VDD,VDD,4231.0,6275.0,-1269.0,1775.0
center,-,-,-,-,VDD_33_10,42,30,VDD,VDD,4513.0,6275.0,-987.0,1775.0
center,-,-,-,-,VDD_33_11,42,32,VDD,VDD,4795.0,6275.0,-705.0,1775.0
center,-,-,-,-,VDD_33_12,42,34,VDD,VDD,5077.0,6275.0,-423.0,1775.0
center,-,-,-,-,VDD_33_13,42,36,VDD,VDD,5359.0,6275.0,-141.0,1775.0
center,-,-,-,-,VDD_33_14,42,38,VDD,VDD,5641.0,6275.0,141.0,1775.0
center,-,-,-,-,VDD_33_15,42,40,VDD,VDD,5923.0,6275.0,423.0,1775.0
center,-,-,-,-,VDD_33_16,42,42,VDD,VDD,6205.0,6275.0,705.0,1775.0
center,-,-,-,-,VDD_33_17,42,44,VDD,VDD,6487.0,6275.0,987.0,1775.0
center,-,-,-,-,VDD_33_18,42,46,VDD,VDD,6769.0,6275.0,1269.0,1775.0
center,-,-,-,-,VDD_33_19,42,48,VDD,VDD,7051.0,6275.0,1551.0,1775.0
center,-,-,-,-,VDD_33_20,42,50,VDD,VDD,7333.0,6275.0,1833.0,1775.0
center,-,-,-,-,VDD_33_21,42,52,VDD,VDD,7615.0,6275.0,2115.0,1775.0
center,-,-,-,-,VDD_33_22,42,54,VDD,VDD,7897.0,6275.0,2397.0,1775.0
center,-,-,-,-,VDD_33_23,42,56,VDD,VDD,8179.0,6275.0,2679.0,1775.0
center,-,-,-,-,VDD_33_24,42,58,VDD,VDD,8461.0,6275.0,2961.0,1775.0
center,-,-,-,-,VDD_33_25,42,60,VDD,VDD,8743.0,6275.0,3243.0,1775.0
center,-,-,-,-,VDD_33_26,42,62,VDD,VDD,9025.0,6275.0,3525.0,1775.0
center,-,-,-,-,VDD_33_27,42,64,VDD,VDD,9307.0,6275.0,3807.0,1775.0
center,-,-,-,-,VSS_34_0,43,9,VSS,VSS,1552.0,6417.0,-3948.0,1917.0
center,-,-,-,-,VSS_34_1,43,11,VSS,VSS,1834.0,6417.0,-3666.0,1917.0
center,-,-,-,-,VSS_34_2,43,13,VSS,VSS,2116.0,6417.0,-3384.0,1917.0
center,-,-,-,-,VSS_34_3,43,15,VSS,VSS,2398.0,6417.0,-3102.0,1917.0
center,-,-,-,-,VSS_34_4,43,17,VSS,VSS,2680.0,6417.0,-2820.0,1917.0
center,-,-,-,-,VSS_34_5,43,19,VSS,VSS,2962.0,6417.0,-2538.0,1917.0
center,-,-,-,-,VSS_34_6,43,21,VSS,VSS,3244.0,6417.0,-2256.0,1917.0
center,-,-,-,-,VSS_34_7,43,23,VSS,VSS,3526.0,6417.0,-1974.0,1917.0
center,-,-,-,-,VSS_34_8,43,25,VSS,VSS,3808.0,6417.0,-1692.0,1917.0
center,-,-,-,-,VSS_34_9,43,27,VSS,VSS,4090.0,6417.0,-1410.0,1917.0
center,-,-,-,-,VSS_34_10,43,29,VSS,VSS,4372.0,6417.0,-1128.0,1917.0
center,-,-,-,-,VSS_34_11,43,31,VSS,VSS,4654.0,6417.0,-846.0,1917.0
center,-,-,-,-,VSS_34_12,43,33,VSS,VSS,4936.0,6417.0,-564.0,1917.0
center,-,-,-,-,VSS_34_13,43,35,VSS,VSS,5218.0,6417.0,-282.0,1917.0
center,-,-,-,-,VSS_34_14,43,37,VSS,VSS,5500.0,6417.0,0.0,1917.0
center,-,-,-,-,VSS_34_15,43,39,VSS,VSS,5782.0,6417.0,282.0,1917.0
center,-,-,-,-,VSS_34_16,43,41,VSS,VSS,6064.0,6417.0,564.0,1917.0
center,-,-,-,-,VSS_34_17,43,43,VSS,VSS,6346.0,6417.0,846.0,1917.0
center,-,-,-,-,VSS_34_18,43,45,VSS,VSS,6628.0,6417.0,1128.0,1917.0
center,-,-,-,-,VSS_34_19,43,47,VSS,VSS,6910.0,6417.0,1410.0,1917.0
center,-,-,-,-,VSS_34_20,43,49,VSS,VSS,7192.0,6417.0,1692.0,1917.0
center,-,-,-,-,VSS_34_21,43,51,VSS,VSS,7474.0,6417.0,1974.0,1917.0
center,-,-,-,-,VSS_34_22,43,53,VSS,VSS,7756.0,6417.0,2256.0,1917.0
center,-,-,-,-,VSS_34_23,43,55,VSS,VSS,8038.0,6417.0,2538.0,1917.0
center,-,-,-,-,VSS_34_24,43,57,VSS,VSS,8320.0,6417.0,2820.0,1917.0
center,-,-,-,-,VSS_34_25,43,59,VSS,VSS,8602.0,6417.0,3102.0,1917.0
center,-,-,-,-,VSS_34_26,43,61,VSS,VSS,8884.0,6417.0,3384.0,1917.0
center,-,-,-,-,VSS_34_27,43,63,VSS,VSS,9166.0,6417.0,3666.0,1917.0
center,-,-,-,-,VSS_34_28,43,65,VSS,VSS,9448.0,6417.0,3948.0,1917.0
center,-,-,-,-,VDD_35_0,44,10,VDD,VDD,1693.0,6559.0,-3807.0,2059.0
center,-,-,-,-,VDD_35_1,44,12,VDD,VDD,1975.0,6559.0,-3525.0,2059.0
center,-,-,-,-,VDD_35_2,44,14,VDD,VDD,2257.0,6559.0,-3243.0,2059.0
center,-,-,-,-,VDD_35_3,44,16,VDD,VDD,2539.0,6559.0,-2961.0,2059.0
center,-,-,-,-,VDD_35_4,44,18,VDD,VDD,2821.0,6559.0,-2679.0,2059.0
center,-,-,-,-,VDD_35_5,44,20,VDD,VDD,3103.0,6559.0,-2397.0,2059.0
center,-,-,-,-,VDD_35_6,44,22,VDD,VDD,3385.0,6559.0,-2115.0,2059.0
center,-,-,-,-,VDD_35_7,44,24,VDD,VDD,3667.0,6559.0,-1833.0,2059.0
center,-,-,-,-,VDD_35_8,44,26,VDD,VDD,3949.0,6559.0,-1551.0,2059.0
center,-,-,-,-,VDD_35_9,44,28,VDD,VDD,4231.0,6559.0,-1269.0,2059.0
center,-,-,-,-,VDD_35_10,44,30,VDD,VDD,4513.0,6559.0,-987.0,2059.0
center,-,-,-,-,VDD_35_11,44,32,VDD,VDD,4795.0,6559.0,-705.0,2059.0
center,-,-,-,-,VDD_35_12,44,34,VDD,VDD,5077.0,6559.0,-423.0,2059.0
center,-,-,-,-,VDD_35_13,44,36,VDD,VDD,5359.0,6559.0,-141.0,2059.0
center,-,-,-,-,VDD_35_14,44,38,VDD,VDD,5641.0,6559.0,141.0,2059.0
center,-,-,-,-,VDD_35_15,44,40,VDD,VDD,5923.0,6559.0,423.0,2059.0
center,-,-,-,-,VDD_35_16,44,42,VDD,VDD,6205.0,6559.0,705.0,2059.0
center,-,-,-,-,VDD_35_17,44,44,VDD,VDD,6487.0,6559.0,987.0,2059.0
center,-,-,-,-,VDD_35_18,44,46,VDD,VDD,6769.0,6559.0,1269.0,2059.0
center,-,-,-,-,VDD_35_19,44,48,VDD,VDD,7051.0,6559.0,1551.0,2059.0
center,-,-,-,-,VDD_35_20,44,50,VDD,VDD,7333.0,6559.0,1833.0,2059.0
center,-,-,-,-,VDD_35_21,44,52,VDD,VDD,7615.0,6559.0,2115.0,2059.0
center,-,-,-,-,VDD_35_22,44,54,VDD,VDD,7897.0,6559.0,2397.0,2059.0
center,-,-,-,-,VDD_35_23,44,56,VDD,VDD,8179.0,6559.0,2679.0,2059.0
center,-,-,-,-,VDD_35_24,44,58,VDD,VDD,8461.0,6559.0,2961.0,2059.0
center,-,-,-,-,VDD_35_25,44,60,VDD,VDD,8743.0,6559.0,3243.0,2059.0
center,-,-,-,-,VDD_35_26,44,62,VDD,VDD,9025.0,6559.0,3525.0,2059.0
center,-,-,-,-,VDD_35_27,44,64,VDD,VDD,9307.0,6559.0,3807.0,2059.0
