Side,Pad Name,IO Guide,IO Order,RDL Routing Order,Bump Name,Bump Row,Bump Col,Packaging Bump Name,Net Name,Bump Center X (Relative to LL Corner) (um),Bump Center Y (Relative to LL Corner) (um),Bump Center X (Relative to Die Center) (um),Bump Center Y (Relative to Die Center) (um)
center,-,-,-,-,VSS_36_0,45,11,VSS,VSS,1834.0,6701.0,-3666.0,2201.0
center,-,-,-,-,VSS_36_1,45,13,VSS,VSS,2116.0,6701.0,-3384.0,2201.0
center,-,-,-,-,VSS_36_2,45,15,VSS,VSS,2398.0,6701.0,-3102.0,2201.0
center,-,-,-,-,VSS_36_3,45,17,VSS,VSS,2680.0,6701.0,-2820.0,2201.0
center,-,-,-,-,VSS_36_4,45,19,VSS,VSS,2962.0,6701.0,-2538.0,2201.0
center,-,-,-,-,VSS_36_5,45,21,VSS,VSS,3244.0,6701.0,-2256.0,2201.0
center,-,-,-,-,VSS_36_6,45,23,VSS,VSS,3526.0,6701.0,-1974.0,2201.0
center,-,-,-,-,VSS_36_7,45,25,VSS,VSS,3808.0,6701.0,-1692.0,2201.0
center,-,-,-,-,VSS_36_8,45,27,VSS,VSS,4090.0,6701.0,-1410.0,2201.0
center,-,-,-,-,VSS_36_9,45,29,VSS,VSS,4372.0,6701.0,-1128.0,2201.0
center,-,-,-,-,VSS_36_10,45,31,VSS,VSS,4654.0,6701.0,-846.0,2201.0
center,-,-,-,-,VSS_36_11,45,33,VSS,VSS,4936.0,6701.0,-564.0,2201.0
center,-,-,-,-,VSS_36_12,45,35,VSS,VSS,5218.0,6701.0,-282.0,2201.0
center,-,-,-,-,VSS_36_13,45,37,VSS,VSS,5500.0,6701.0,0.0,2201.0
center,-,-,-,-,VSS_36_14,45,39,VSS,VSS,5782.0,6701.0,282.0,2201.0
center,-,-,-,-,VSS_36_15,45,41,VSS,VSS,6064.0,6701.0,564.0,2201.0
center,-,-,-,-,VSS_36_16,45,43,VSS,VSS,6346.0,6701.0,846.0,2201.0
center,-,-,-,-,VSS_36_17,45,45,VSS,VSS,6628.0,6701.0,1128.0,2201.0
center,-,-,-,-,VSS_36_18,45,47,VSS,VSS,6910.0,6701.0,1410.0,2201.0
center,-,-,-,-,VSS_36_19,45,49,VSS,VSS,7192.0,6701.0,1692.0,2201.0
center,-,-,-,-,VSS_36_20,45,51,VSS,VSS,7474.0,6701.0,1974.0,2201.0
center,-,-,-,-,VSS_36_21,45,53,VSS,VSS,7756.0,6701.0,2256.0,2201.0
center,-,-,-,-,VSS_36_22,45,55,VSS,VSS,8038.0,6701.0,2538.0,2201.0
center,-,-,-,-,VSS_36_23,45,57,VSS,VSS,8320.0,6701.0,2820.0,2201.0
center,-,-,-,-,VSS_36_24,45,59,VSS,VSS,8602.0,6701.0,3102.0,2201.0
center,-,-,-,-,VSS_36_25,45,61,VSS,VSS,8884.0,6701.0,3384.0,2201.0
center,-,-,-,-,VSS_36_26,45,63,VSS,VSS,9166.0,6701.0,3666.0,2201.0
center,-,-,-,-,VDD_37_0,46,10,VDD,VDD,1693.0,6843.0,-3807.0,2343.0
center,-,-,-,-,VDD_37_1,46,12,VDD,VDD,1975.0,6843.0,-3525.0,2343.0
center,-,-,-,-,VDD_37_2,46,14,VDD,VDD,2257.0,6843.0,-3243.0,2343.0
center,-,-,-,-,VDD_37_3,46,16,VDD,VDD,2539.0,6843.0,-2961.0,2343.0
center,-,-,-,-,VDD_37_4,46,18,VDD,VDD,2821.0,6843.0,-2679.0,2343.0
center,-,-,-,-,VDD_37_5,46,20,VDD,VDD,3103.0,6843.0,-2397.0,2343.0
center,-,-,-,-,VDD_37_6,46,22,VDD,VDD,3385.0,6843.0,-2115.0,2343.0
center,-,-,-,-,VDD_37_7,46,24,VDD,VDD,3667.0,6843.0,-1833.0,2343.0
center,-,-,-,-,VDD_37_8,46,26,VDD,VDD,3949.0,6843.0,-1551.0,2343.0
center,-,-,-,-,VDD_37_9,46,28,VDD,VDD,4231.0,6843.0,-1269.0,2343.0
center,-,-,-,-,VDD_37_10,46,30,VDD,VDD,4513.0,6843.0,-987.0,2343.0
center,-,-,-,-,VDD_37_11,46,32,VDD,VDD,4795.0,6843.0,-705.0,2343.0
center,-,-,-,-,VDD_37_12,46,34,VDD,VDD,5077.0,6843.0,-423.0,2343.0
center,-,-,-,-,VDD_37_13,46,36,VDD,VDD,5359.0,6843.0,-141.0,2343.0
center,-,-,-,-,VDD_37_14,46,38,VDD,VDD,5641.0,6843.0,141.0,2343.0
center,-,-,-,-,VDD_37_15,46,40,VDD,VDD,5923.0,6843.0,423.0,2343.0
center,-,-,-,-,VDD_37_16,46,42,VDD,VDD,6205.0,6843.0,705.0,2343.0
center,-,-,-,-,VDD_37_17,46,44,VDD,VDD,6487.0,6843.0,987.0,2343.0
center,-,-,-,-,VDD_37_18,46,46,VDD,VDD,6769.0,6843.0,1269.0,2343.0
center,-,-,-,-,VDD_37_19,46,48,VDD,VDD,7051.0,6843.0,1551.0,2343.0
center,-,-,-,-,VDD_37_20,46,50,VDD,VDD,7333.0,6843.0,1833.0,2343.0
center,-,-,-,-,VDD_37_21,46,52,VDD,VDD,7615.0,6843.0,2115.0,2343.0
center,-,-,-,-,VDD_37_22,46,54,VDD,VDD,7897.0,6843.0,2397.0,2343.0
center,-,-,-,-,VDD_37_23,46,56,VDD,VDD,8179.0,6843.0,2679.0,2343.0
center,-,-,-,-,VDD_37_24,46,58,VDD,VDD,8461.0,6843.0,2961.0,2343.0
center,-,-,-,-,VDD_37_25,46,60,VDD,VDD,8743.0,6843.0,3243.0,2343.0
center,-,-,-,-,VDD_37_26,46,62,VDD,VDD,9025.0,6843.0,3525.0,2343.0
center,-,-,-,-,VDD_37_27,46,64,VDD,VDD,9307.0,6843.0,3807.0,2343.0
center,-,-,-,-,VSS_38_0,47,9,VSS,VSS,1552.0,6985.0,-3948.0,2485.0
center,-,-,-,-,VSS_38_1,47,11,VSS,VSS,1834.0,6985.0,-3666.0,2485.0
center,-,-,-,-,VSS_38_2,47,13,VSS,VSS,2116.0,6985.0,-3384.0,2485.0
center,-,-,-,-,VSS_38_3,47,15,VSS,VSS,2398.0,6985.0,-3102.0,2485.0
center,-,-,-,-,VSS_38_4,47,17,VSS,VSS,2680.0,6985.0,-2820.0,2485.0
center,-,-,-,-,VSS_38_5,47,19,VSS,VSS,2962.0,6985.0,-2538.0,2485.0
center,-,-,-,-,VSS_38_6,47,21,VSS,VSS,3244.0,6985.0,-2256.0,2485.0
center,-,-,-,-,VSS_38_7,47,23,VSS,VSS,3526.0,6985.0,-1974.0,2485.0
center,-,-,-,-,VSS_38_8,47,25,VSS,VSS,3808.0,6985.0,-1692.0,2485.0
center,-,-,-,-,VSS_38_9,47,27,VSS,VSS,4090.0,6985.0,-1410.0,2485.0
center,-,-,-,-,VSS_38_10,47,29,VSS,VSS,4372.0,6985.0,-1128.0,2485.0
center,-,-,-,-,VSS_38_11,47,31,VSS,VSS,4654.0,6985.0,-846.0,2485.0
center,-,-,-,-,VSS_38_12,47,33,VSS,VSS,4936.0,6985.0,-564.0,2485.0
center,-,-,-,-,VSS_38_13,47,35,VSS,VSS,5218.0,6985.0,-282.0,2485.0
center,-,-,-,-,VSS_38_14,47,37,VSS,VSS,5500.0,6985.0,0.0,2485.0
center,-,-,-,-,VSS_38_15,47,39,VSS,VSS,5782.0,6985.0,282.0,2485.0
center,-,-,-,-,VSS_38_16,47,41,VSS,VSS,6064.0,6985.0,564.0,2485.0
center,-,-,-,-,VSS_38_17,47,43,VSS,VSS,6346.0,6985.0,846.0,2485.0
center,-,-,-,-,VSS_38_18,47,45,VSS,VSS,6628.0,6985.0,1128.0,2485.0
center,-,-,-,-,VSS_38_19,47,47,VSS,VSS,6910.0,6985.0,1410.0,2485.0
center,-,-,-,-,VSS_38_20,47,49,VSS,VSS,7192.0,6985.0,1692.0,2485.0
center,-,-,-,-,VSS_38_21,47,51,VSS,VSS,7474.0,6985.0,1974.0,2485.0
center,-,-,-,-,VSS_38_22,47,53,VSS,VSS,7756.0,6985.0,2256.0,2485.0
center,-,-,-,-,VSS_38_23,47,55,VSS,VSS,8038.0,6985.0,2538.0,2485.0
center,-,-,-,-,VSS_38_24,47,57,VSS,VSS,8320.0,6985.0,2820.0,2485.0
center,-,-,-,-,VSS_38_25,47,59,VSS,VSS,8602.0,6985.0,3102.0,2485.0
center,-,-,-,-,VSS_38_26,47,61,VSS,VSS,8884.0,6985.0,3384.0,2485.0
center,-,-,-,-,VSS_38_27,47,63,VSS,VSS,9166.0,6985.0,3666.0,2485.0
center,-,-,-,-,VSS_38_28,47,65,VSS,VSS,9448.0,6985.0,3948.0,2485.0
center,-,-,-,-,VDD_39_0,48,10,VDD,VDD,1693.0,7127.0,-3807.0,2627.0
center,-,-,-,-,VDD_39_1,48,12,VDD,VDD,1975.0,7127.0,-3525.0,2627.0
center,-,-,-,-,VDD_39_2,48,14,VDD,VDD,2257.0,7127.0,-3243.0,2627.0
center,-,-,-,-,VDD_39_3,48,16,VDD,VDD,2539.0,7127.0,-2961.0,2627.0
center,-,-,-,-,VDD_39_4,48,18,VDD,VDD,2821.0,7127.0,-2679.0,2627.0
center,-,-,-,-,VDD_39_5,48,20,VDD,VDD,3103.0,7127.0,-2397.0,2627.0
center,-,-,-,-,VDD_39_6,48,22,VDD,VDD,3385.0,7127.0,-2115.0,2627.0
center,-,-,-,-,VDD_39_7,48,24,VDD,VDD,3667.0,7127.0,-1833.0,2627.0
center,-,-,-,-,VDD_39_8,48,26,VDD,VDD,3949.0,7127.0,-1551.0,2627.0
center,-,-,-,-,VDD_39_9,48,28,VDD,VDD,4231.0,7127.0,-1269.0,2627.0
center,-,-,-,-,VDD_39_10,48,30,VDD,VDD,4513.0,7127.0,-987.0,2627.0
center,-,-,-,-,VDD_39_11,48,32,VDD,VDD,4795.0,7127.0,-705.0,2627.0
center,-,-,-,-,VDD_39_12,48,34,VDD,VDD,5077.0,7127.0,-423.0,2627.0
center,-,-,-,-,VDD_39_13,48,36,VDD,VDD,5359.0,7127.0,-141.0,2627.0
center,-,-,-,-,VDD_39_14,48,38,VDD,VDD,5641.0,7127.0,141.0,2627.0
center,-,-,-,-,VDD_39_15,48,40,VDD,VDD,5923.0,7127.0,423.0,2627.0
center,-,-,-,-,VDD_39_16,48,42,VDD,VDD,6205.0,7127.0,705.0,2627.0
center,-,-,-,-,VDD_39_17,48,44,VDD,VDD,6487.0,7127.0,987.0,2627.0
center,-,-,-,-,VDD_39_18,48,46,VDD,VDD,6769.0,7127.0,1269.0,2627.0
center,-,-,-,-,VDD_39_19,48,48,VDD,VDD,7051.0,7127.0,1551.0,2627.0
center,-,-,-,-,VDD_39_20,48,50,VDD,VDD,7333.0,7127.0,1833.0,2627.0
center,-,-,-,-,VDD_39_21,48,52,VDD,VDD,7615.0,7127.0,2115.0,2627.0
center,-,-,-,-,VDD_39_22,48,54,VDD,VDD,7897.0,7127.0,2397.0,2627.0
center,-,-,-,-,VDD_39_23,48,56,VDD,VDD,8179.0,7127.0,2679.0,2627.0
center,-,-,-,-,VDD_39_24,48,58,VDD,VDD,8461.0,7127.0,2961.0,2627.0
center,-,-,-,-,VDD_39_25,48,60,VDD,VDD,8743.0,7127.0,3243.0,2627.0
center,-,-,-,-,VDD_39_26,48,62,VDD,VDD,9025.0,7127.0,3525.0,2627.0
center,-,-,-,-,VDD_39_27,48,64,VDD,VDD,9307.0,7127.0,3807.0,2627.0
center,-,-,-,-,VSS_40_0,49,9,VSS,VSS,1552.0,7269.0,-3948.0,2769.0
center,-,-,-,-,VSS_40_1,49,11,VSS,VSS,1834.0,7269.0,-3666.0,2769.0
center,-,-,-,-,VSS_40_2,49,13,VSS,VSS,2116.0,7269.0,-3384.0,2769.0
center,-,-,-,-,VSS_40_3,49,15,VSS,VSS,2398.0,7269.0,-3102.0,2769.0
center,-,-,-,-,VSS_40_4,49,17,VSS,VSS,2680.0,7269.0,-2820.0,2769.0
center,-,-,-,-,VSS_40_5,49,19,VSS,VSS,2962.0,7269.0,-2538.0,2769.0
center,-,-,-,-,VSS_40_6,49,21,VSS,VSS,3244.0,7269.0,-2256.0,2769.0
center,-,-,-,-,VSS_40_7,49,23,VSS,VSS,3526.0,7269.0,-1974.0,2769.0
center,-,-,-,-,VSS_40_8,49,25,VSS,VSS,3808.0,7269.0,-1692.0,2769.0
center,-,-,-,-,VSS_40_9,49,27,VSS,VSS,4090.0,7269.0,-1410.0,2769.0
center,-,-,-,-,VSS_40_10,49,29,VSS,VSS,4372.0,7269.0,-1128.0,2769.0
center,-,-,-,-,VSS_40_11,49,31,VSS,VSS,4654.0,7269.0,-846.0,2769.0
center,-,-,-,-,VSS_40_12,49,33,VSS,VSS,4936.0,7269.0,-564.0,2769.0
center,-,-,-,-,VSS_40_13,49,35,VSS,VSS,5218.0,7269.0,-282.0,2769.0
center,-,-,-,-,VSS_40_14,49,37,VSS,VSS,5500.0,7269.0,0.0,2769.0
center,-,-,-,-,VSS_40_15,49,39,VSS,VSS,5782.0,7269.0,282.0,2769.0
center,-,-,-,-,VSS_40_16,49,41,VSS,VSS,6064.0,7269.0,564.0,2769.0
center,-,-,-,-,VSS_40_17,49,43,VSS,VSS,6346.0,7269.0,846.0,2769.0
center,-,-,-,-,VSS_40_18,49,45,VSS,VSS,6628.0,7269.0,1128.0,2769.0
center,-,-,-,-,VSS_40_19,49,47,VSS,VSS,6910.0,7269.0,1410.0,2769.0
center,-,-,-,-,VSS_40_20,49,49,VSS,VSS,7192.0,7269.0,1692.0,2769.0
center,-,-,-,-,VSS_40_21,49,51,VSS,VSS,7474.0,7269.0,1974.0,2769.0
center,-,-,-,-,VSS_40_22,49,53,VSS,VSS,7756.0,7269.0,2256.0,2769.0
center,-,-,-,-,VSS_40_23,49,55,VSS,VSS,8038.0,7269.0,2538.0,2769.0
center,-,-,-,-,VSS_40_24,49,57,VSS,VSS,8320.0,7269.0,2820.0,2769.0
center,-,-,-,-,VSS_40_25,49,59,VSS,VSS,8602.0,7269.0,3102.0,2769.0
center,-,-,-,-,VSS_40_26,49,61,VSS,VSS,8884.0,7269.0,3384.0,2769.0
center,-,-,-,-,VSS_40_27,49,63,VSS,VSS,9166.0,7269.0,3666.0,2769.0
center,-,-,-,-,VSS_40_28,49,65,VSS,VSS,9448.0,7269.0,3948.0,2769.0
center,-,-,-,-,VDD_41_0,50,10,VDD,VDD,1693.0,7411.0,-3807.0,2911.0
center,-,-,-,-,VDD_41_1,50,12,VDD,VDD,1975.0,7411.0,-3525.0,2911.0
center,-,-,-,-,VDD_41_2,50,16,VDD,VDD,2539.0,7411.0,-2961.0,2911.0
center,-,-,-,-,VDD_41_3,50,18,VDD,VDD,2821.0,7411.0,-2679.0,2911.0
center,-,-,-,-,VDD_41_4,50,22,VDD,VDD,3385.0,7411.0,-2115.0,2911.0
center,-,-,-,-,VDD_41_5,50,24,VDD,VDD,3667.0,7411.0,-1833.0,2911.0
center,-,-,-,-,VDD_41_6,50,28,VDD,VDD,4231.0,7411.0,-1269.0,2911.0
center,-,-,-,-,VDD_41_7,50,30,VDD,VDD,4513.0,7411.0,-987.0,2911.0
center,-,-,-,-,VDD_41_8,50,34,VDD,VDD,5077.0,7411.0,-423.0,2911.0
center,-,-,-,-,VDD_41_9,50,36,VDD,VDD,5359.0,7411.0,-141.0,2911.0
center,-,-,-,-,VDD_41_10,50,40,VDD,VDD,5923.0,7411.0,423.0,2911.0
center,-,-,-,-,VDD_41_11,50,42,VDD,VDD,6205.0,7411.0,705.0,2911.0
center,-,-,-,-,VDD_41_12,50,46,VDD,VDD,6769.0,7411.0,1269.0,2911.0
center,-,-,-,-,VDD_41_13,50,48,VDD,VDD,7051.0,7411.0,1551.0,2911.0
center,-,-,-,-,VDD_41_14,50,52,VDD,VDD,7615.0,7411.0,2115.0,2911.0
center,-,-,-,-,VDD_41_15,50,54,VDD,VDD,7897.0,7411.0,2397.0,2911.0
center,-,-,-,-,VDD_41_16,50,58,VDD,VDD,8461.0,7411.0,2961.0,2911.0
center,-,-,-,-,VDD_41_17,50,60,VDD,VDD,8743.0,7411.0,3243.0,2911.0
center,-,-,-,-,VDD_41_18,50,64,VDD,VDD,9307.0,7411.0,3807.0,2911.0
